test_mse_epoch,test_mae_epoch,test_ssim_epoch,test_csi_16_epoch,test_csi_74_epoch,test_csi_133_epoch,test_csi_160_epoch,test_csi_181_epoch,test_csi_219_epoch,test_csi_avg_epoch,test_pod_16_epoch,test_pod_74_epoch,test_pod_133_epoch,test_pod_160_epoch,test_pod_181_epoch,test_pod_219_epoch,test_pod_avg_epoch,test_sucr_16_epoch,test_sucr_74_epoch,test_sucr_133_epoch,test_sucr_160_epoch,test_sucr_181_epoch,test_sucr_219_epoch,test_sucr_avg_epoch,test_bias_16_epoch,test_bias_74_epoch,test_bias_133_epoch,test_bias_160_epoch,test_bias_181_epoch,test_bias_219_epoch,test_bias_avg_epoch,test_fvd_epoch,test_aligned_mse_epoch,test_aligned_mae_epoch,test_aligned_ssim_epoch,test_aligned_csi_16_epoch,test_aligned_csi_74_epoch,test_aligned_csi_133_epoch,test_aligned_csi_160_epoch,test_aligned_csi_181_epoch,test_aligned_csi_219_epoch,test_aligned_csi_avg_epoch,test_aligned_pod_16_epoch,test_aligned_pod_74_epoch,test_aligned_pod_133_epoch,test_aligned_pod_160_epoch,test_aligned_pod_181_epoch,test_aligned_pod_219_epoch,test_aligned_pod_avg_epoch,test_aligned_sucr_16_epoch,test_aligned_sucr_74_epoch,test_aligned_sucr_133_epoch,test_aligned_sucr_160_epoch,test_aligned_sucr_181_epoch,test_aligned_sucr_219_epoch,test_aligned_sucr_avg_epoch,test_aligned_bias_16_epoch,test_aligned_bias_74_epoch,test_aligned_bias_133_epoch,test_aligned_bias_160_epoch,test_aligned_bias_181_epoch,test_aligned_bias_219_epoch,test_aligned_bias_avg_epoch,test_aligned_fvd_epoch,epoch,step
0.016331851482391357,0.05476870387792587,0.6187399625778198,0.6687541604042053,0.5327718257904053,0.3219130039215088,0.25598740577697754,0.2101120501756668,0.11369534581899643,0.350538969039917,0.8247041702270508,0.6924524903297424,0.4720160663127899,0.3905463218688965,0.32648131251335144,0.20076380670070648,0.48449403047561646,0.7795679569244385,0.697917640209198,0.5030542016029358,0.42627081274986267,0.37086448073387146,0.2077077329158783,0.49756380915641785,2.329364538192749,2.0488996505737305,1.832453727722168,1.7471208572387695,1.6130034923553467,1.9445295333862305,1.9192286729812622,263.0001220703125,0.02656029723584652,0.08060146868228912,0.4998098909854889,0.573551595211029,0.4919264316558838,0.29542461037635803,0.2333068996667862,0.19115184247493744,0.09506084024906158,0.3134036958217621,0.9052839279174805,0.8215179443359375,0.5994889140129089,0.4911109507083893,0.41283804178237915,0.24007050693035126,0.578385055065155,0.6101666688919067,0.5507926344871521,0.368070513010025,0.3076923191547394,0.2625232934951782,0.13597790896892548,0.372537225484848,4.581648826599121,4.630276679992676,5.521401405334473,5.302430629730225,5.147221088409424,6.4876885414123535,5.278444290161133,362.81072998046875,0,0
