test_aligned_mae_10min,test_aligned_rmse_10min,test_aligned_csi30_10min,test_aligned_ssim_10min,test_aligned_mae_30min,test_aligned_rmse_30min,test_aligned_csi30_30min,test_aligned_ssim_30min,test_aligned_mae_1h,test_aligned_rmse_1h,test_aligned_csi30_1h,test_aligned_ssim_1h,test_aligned_mae_2h,test_aligned_rmse_2h,test_aligned_csi30_2h,test_aligned_ssim_2h,test_mse_epoch,test_mae_epoch,test_ssim_epoch,test_csi_16_epoch,test_csi_74_epoch,test_csi_133_epoch,test_csi_160_epoch,test_csi_181_epoch,test_csi_219_epoch,test_csi_avg_epoch,test_pod_16_epoch,test_pod_74_epoch,test_pod_133_epoch,test_pod_160_epoch,test_pod_181_epoch,test_pod_219_epoch,test_pod_avg_epoch,test_sucr_16_epoch,test_sucr_74_epoch,test_sucr_133_epoch,test_sucr_160_epoch,test_sucr_181_epoch,test_sucr_219_epoch,test_sucr_avg_epoch,test_bias_16_epoch,test_bias_74_epoch,test_bias_133_epoch,test_bias_160_epoch,test_bias_181_epoch,test_bias_219_epoch,test_bias_avg_epoch,test_fvd_epoch,test_aligned_mse_epoch,test_aligned_mae_epoch,test_aligned_ssim_epoch,test_aligned_csi_16_epoch,test_aligned_csi_74_epoch,test_aligned_csi_133_epoch,test_aligned_csi_160_epoch,test_aligned_csi_181_epoch,test_aligned_csi_219_epoch,test_aligned_csi_avg_epoch,test_aligned_pod_16_epoch,test_aligned_pod_74_epoch,test_aligned_pod_133_epoch,test_aligned_pod_160_epoch,test_aligned_pod_181_epoch,test_aligned_pod_219_epoch,test_aligned_pod_avg_epoch,test_aligned_sucr_16_epoch,test_aligned_sucr_74_epoch,test_aligned_sucr_133_epoch,test_aligned_sucr_160_epoch,test_aligned_sucr_181_epoch,test_aligned_sucr_219_epoch,test_aligned_sucr_avg_epoch,test_aligned_bias_16_epoch,test_aligned_bias_74_epoch,test_aligned_bias_133_epoch,test_aligned_bias_160_epoch,test_aligned_bias_181_epoch,test_aligned_bias_219_epoch,test_aligned_bias_avg_epoch,test_aligned_fvd_epoch,epoch,step
0.05811391398310661,0.10792418569326401,0.9121073484420776,0.6345056295394897,0.05811391398310661,0.10792418569326401,0.9121073484420776,0.6345056295394897,0.05811391398310661,0.10792418569326401,0.9121073484420776,0.6345056295394897,0.05811391398310661,0.10792418569326401,0.9121073484420776,0.6345056295394897,0.009937366470694542,0.051756083965301514,0.6521487236022949,0.7690752148628235,0.7402257323265076,0.9963600039482117,0.9988228678703308,0.9988227486610413,0.9984022974967957,0.9169514775276184,0.8825678825378418,0.8610430359840393,0.9972392916679382,0.9988624453544617,0.9988542795181274,0.9984256029129028,0.9561654329299927,0.856747031211853,0.8406489491462708,0.9991160035133362,0.9999603629112244,0.9999683499336243,0.999976634979248,0.9494028687477112,2.208717107772827,2.183581829071045,2.073556900024414,2.076801061630249,2.0767338275909424,2.0749173164367676,2.115717887878418,313.38873291015625,0.011647630482912064,0.05811391398310661,0.6345056295394897,0.757770299911499,0.7227432727813721,0.9961589574813843,0.9988129138946533,0.998813807964325,0.9983448386192322,0.9121073484420776,0.9185863137245178,0.8980854153633118,0.9972270131111145,0.998859703540802,0.9988498687744141,0.9983716607093811,0.9683300256729126,0.8123267292976379,0.7873164415359497,0.9989259839057922,0.9999530911445618,0.9999638795852661,0.9999730587005615,0.9330765008926392,2.661506414413452,2.70823073387146,2.0742950439453125,2.07681941986084,2.0767338275909424,2.0747082233428955,2.2787156105041504,510.8706359863281,0,0
