lr-Adam,lr-Adam-1,step,aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,aeloss_epoch,discloss_epoch,val/rec_loss,val/total_loss,val/logvar,val/kl_loss,val/nll_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,valid_mse_epoch,valid_mae_epoch
7.071899012074644e-07,7.071899012074644e-07,24197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24197,33.6437873840332,538.3005981445312,0.0,4712.5078125,538.2958984375,0.03285497426986694,1646.628662109375,0.0,1.0518195629119873,0.0,0.0,-1.0611810684204102,-1.0518195629119873,2,,,,,,,,,,,,,,,
7.099341383095501e-07,7.099341383095501e-07,24524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24524,31.713573455810547,507.41717529296875,0.0,4731.7041015625,507.4124450683594,0.030969997867941856,5000.0,0.0,1.0546965599060059,0.0,0.0,-1.060080885887146,-1.0546965599060059,2,,,,,,,,,,,,,,,
7.1281558726674e-07,7.1281558726674e-07,24851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24851,27.0830020904541,433.3280334472656,0.0,4686.439453125,433.3233337402344,0.026447957381606102,5000.0,0.0,0.9891444444656372,0.0,0.0,-1.0079782009124756,-0.9891444444656372,2,,,,,,,,,,,,,,,
7.155598243688255e-07,7.155598243688255e-07,25178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25178,24.743602752685547,395.89764404296875,0.0,4515.23779296875,395.89312744140625,0.024163398891687393,5000.0,0.0,1.0180460214614868,0.0,0.0,-1.061474084854126,-1.0180460214614868,2,,,,,,,,,,,,,,,
7.184412733260154e-07,7.184412733260154e-07,25505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25505,21.6386775970459,346.2188415527344,0.0,4459.984375,346.2143859863281,0.021131249144673347,3047.358154296875,0.0,1.0150443315505981,0.0,0.0,-1.040990948677063,-1.0150443315505981,2,,,,,,,,,,,,,,,
7.211855104281011e-07,7.211855104281011e-07,25832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25832,34.013065338134766,544.2090454101562,0.0,4683.27587890625,544.204345703125,0.03321559727191925,5000.0,0.0,1.0600661039352417,0.0,0.0,-1.0674209594726562,-1.0600661039352417,2,,,,,,,,,,,,,,,
7.24066959385291e-07,7.24066959385291e-07,26159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26159,29.252315521240234,468.03704833984375,0.0,4689.978515625,468.0323486328125,0.028566427528858185,5000.0,0.0,1.0418583154678345,0.0,0.0,-1.0644841194152832,-1.0418583154678345,2,,,,,,,,,,,,,,,
7.268111964873765e-07,7.268111964873765e-07,26486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26486,27.470890045166016,439.53424072265625,0.0,5114.53369140625,439.52911376953125,0.026826728135347366,1017.00439453125,0.0,1.0341795682907104,0.0,0.0,-1.0459238290786743,-1.0341795682907104,2,,,,,,,,,,,,,,,
7.295554335894623e-07,7.295554335894623e-07,26813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26813,34.75544738769531,556.087158203125,0.0,4707.3408203125,556.0824584960938,0.03394057974219322,5000.0,0.0,1.0635138750076294,0.0,0.0,-1.0794997215270996,-1.0635138750076294,2,,,,,,,,,,,,,,,
7.324368825466521e-07,7.324368825466521e-07,27140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27140,29.47878074645996,471.6604919433594,0.0,5032.0185546875,471.65545654296875,0.028787564486265182,3046.106201171875,0.0,1.0587706565856934,0.0,0.0,-1.0707556009292603,-1.0587706565856934,2,,,,,,,,,,,,,,,
7.351811196487376e-07,7.351811196487376e-07,27467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27467,31.6165828704834,505.8653259277344,0.0,4964.66259765625,505.8603515625,0.03087526559829712,5000.0,0.0,1.053839087486267,0.0,0.0,-1.0647380352020264,-1.053839087486267,2,,,,,,,,,,,,,,,
7.380625686059276e-07,7.380625686059276e-07,27794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27794,27.813940048217773,445.0230407714844,0.0,4894.123046875,445.0181579589844,0.027161752805113792,1135.233154296875,0.0,1.0196017026901245,0.0,0.0,-1.052117109298706,-1.0196017026901245,2,,,,,,,,,,,,,,,
7.408068057080132e-07,7.408068057080132e-07,28121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28121,32.215484619140625,515.44775390625,0.0,4990.1357421875,515.4427490234375,0.03146012872457504,5000.0,0.0,1.0361427068710327,0.0,0.0,-1.0519131422042847,-1.0361427068710327,2,,,,,,,,,,,,,,,
7.436882546652032e-07,7.436882546652032e-07,28448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28448,37.7857551574707,604.5720825195312,0.0,4947.1103515625,604.567138671875,0.03689984977245331,5000.0,0.0,1.0370254516601562,0.0,0.0,-1.0515775680541992,-1.0370254516601562,2,,,,,,,,,,,,,,,
7.464324917672888e-07,7.464324917672888e-07,28775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28775,31.378442764282227,502.0550842285156,0.0,5028.064453125,502.050048828125,0.03064270317554474,5000.0,0.0,1.0381611585617065,0.0,0.0,-1.0495144128799438,-1.0381611585617065,2,,,,,,,,,,,,,,,
7.493139407244787e-07,7.493139407244787e-07,29102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29102,25.34048080444336,405.44769287109375,0.0,5127.63818359375,405.44256591796875,0.024746250361204147,5000.0,0.0,1.0266141891479492,0.0,0.0,-1.0418479442596436,-1.0266141891479492,2,,,,,,,,,,,,,,,
7.520581778265643e-07,7.520581778265643e-07,29429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29429,34.44832992553711,551.1732788085938,0.0,5183.33544921875,551.1680908203125,0.033640630543231964,5000.0,0.0,1.0460072755813599,0.0,0.0,-1.0620025396347046,-1.0460072755813599,2,,,,,,,,,,,,,,,
7.548024149286499e-07,7.548024149286499e-07,29756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29756,27.77030372619629,444.3248596191406,0.0,5112.0615234375,444.3197326660156,0.027119124308228493,5000.0,0.0,1.073746919631958,0.0,0.0,-1.0809686183929443,-1.073746919631958,2,,,,,,,,,,,,,,,
7.576838638858398e-07,7.576838638858398e-07,30083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30083,25.02312469482422,400.3699951171875,0.0,5321.837890625,400.36468505859375,0.02443632110953331,5000.0,0.0,1.0424007177352905,0.0,0.0,-1.0469796657562256,-1.0424007177352905,2,,,,,,,,,,,,,,,
7.604281009879255e-07,7.604281009879255e-07,30410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30410,27.72322654724121,443.5716247558594,0.0,5465.7041015625,443.566162109375,0.027073130011558533,2607.390625,0.0,1.0403248071670532,0.0,0.0,-1.0563427209854126,-1.0403248071670532,2,,,,,,,,,,,,,,,
7.633095499451154e-07,7.633095499451154e-07,30737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30737,22.675649642944336,362.8103942871094,0.0,5294.5576171875,362.80511474609375,0.02214386686682701,5000.0,0.0,1.0457106828689575,0.0,0.0,-1.0542515516281128,-1.0457106828689575,2,,,,,,,,,,,,,,,
7.660537870472009e-07,7.660537870472009e-07,31064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31064,27.39983558654785,438.3973693847656,0.0,5340.85498046875,438.39202880859375,0.02675732597708702,5000.0,0.0,1.0429147481918335,0.0,0.0,-1.0632827281951904,-1.0429147481918335,2,,,,,,,,,,,,,,,
7.689352360043909e-07,7.689352360043909e-07,31391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31391,27.6839599609375,442.943359375,0.0,5368.943359375,442.93798828125,0.027034789323806763,5000.0,0.0,1.0447615385055542,0.0,0.0,-1.0645769834518433,-1.0447615385055542,2,,,,,,,,,,,,,,,
,,31484,,,,,,,,,,,,,,2,29.914142608642578,0.0,,,,,,,,,,,,,
7.715422612513722e-07,7.715422612513722e-07,31718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31718,21.705135345458984,347.28216552734375,0.0,5501.7822265625,347.27667236328125,0.021196085959672928,5000.0,0.0,1.00056791305542,0.0,0.0,-1.0113914012908936,-1.00056791305542,3,,,,,,,,,,,,,,,
7.74423710208562e-07,7.74423710208562e-07,32045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32045,32.43414306640625,518.9462890625,0.0,5588.6455078125,518.940673828125,0.031673625111579895,5000.0,0.0,1.0534013509750366,0.0,0.0,-1.068377137184143,-1.0534013509750366,3,,,,,,,,,,,,,,,
7.771679473106478e-07,7.771679473106478e-07,32372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32372,24.303375244140625,388.85400390625,0.0,5302.93408203125,388.84869384765625,0.023733440786600113,5000.0,0.0,1.0357348918914795,0.0,0.0,-1.0602126121520996,-1.0357348918914795,3,,,,,,,,,,,,,,,
7.799121844127333e-07,7.799121844127333e-07,32699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32699,30.36130714416504,485.7809143066406,0.0,5643.8115234375,485.7752685546875,0.029649369418621063,4087.84765625,0.0,1.0716991424560547,0.0,0.0,-1.0816411972045898,-1.0716991424560547,3,,,,,,,,,,,,,,,
7.827936333699233e-07,7.827936333699233e-07,33026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33026,36.40623474121094,582.499755859375,0.0,5341.0712890625,582.494384765625,0.03555263578891754,4965.8994140625,0.0,1.0686287879943848,0.0,0.0,-1.0775115489959717,-1.0686287879943848,3,,,,,,,,,,,,,,,
7.855378704720089e-07,7.855378704720089e-07,33353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33353,27.585094451904297,441.36151123046875,0.0,5907.916015625,441.3555908203125,0.02693820744752884,2211.292236328125,0.0,1.0458861589431763,0.0,0.0,-1.0502774715423584,-1.0458861589431763,3,,,,,,,,,,,,,,,
7.884193194291988e-07,7.884193194291988e-07,33680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33680,29.51019287109375,472.1630859375,0.0,5613.064453125,472.157470703125,0.028818204998970032,5000.0,0.0,1.0585612058639526,0.0,0.0,-1.067384958267212,-1.0585612058639526,3,,,,,,,,,,,,,,,
7.911635565312845e-07,7.911635565312845e-07,34007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34007,30.28752326965332,484.6003723144531,0.0,5827.89013671875,484.59454345703125,0.029577303677797318,5000.0,0.0,1.0366591215133667,0.0,0.0,-1.0452443361282349,-1.0366591215133667,3,,,,,,,,,,,,,,,
7.940450054884744e-07,7.940450054884744e-07,34334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34334,27.084218978881836,433.3475036621094,0.0,5796.67822265625,433.3417053222656,0.02644907869398594,2263.630859375,0.0,1.0465110540390015,0.0,0.0,-1.054840087890625,-1.0465110540390015,3,,,,,,,,,,,,,,,
7.967892425905599e-07,7.967892425905599e-07,34661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34661,30.600364685058594,489.6058349609375,0.0,5810.5458984375,489.60003662109375,0.02988281473517418,5000.0,0.0,1.0805659294128418,0.0,0.0,-1.0948961973190308,-1.0805659294128418,3,,,,,,,,,,,,,,,
7.995334796926456e-07,7.995334796926456e-07,34988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34988,30.97507095336914,495.60113525390625,0.0,5749.884765625,495.59539794921875,0.030248742550611496,5000.0,0.0,1.0655008554458618,0.0,0.0,-1.0778205394744873,-1.0655008554458618,3,,,,,,,,,,,,,,,
8.024149286498355e-07,8.024149286498355e-07,35315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35315,27.44540023803711,439.12640380859375,0.0,6041.7578125,439.120361328125,0.026801779866218567,1692.6961669921875,0.0,1.0833141803741455,0.0,0.0,-1.091122031211853,-1.0833141803741455,3,,,,,,,,,,,,,,,
8.051591657519211e-07,8.051591657519211e-07,35642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35642,21.737689971923828,347.80303955078125,0.0,6416.861328125,347.796630859375,0.021227821707725525,2729.6611328125,0.0,1.0386663675308228,0.0,0.0,-1.0403372049331665,-1.0386663675308228,3,,,,,,,,,,,,,,,
8.080406147091109e-07,8.080406147091109e-07,35969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35969,27.22699546813965,435.6319274902344,0.0,5827.865234375,435.6260986328125,0.026588506996631622,5000.0,0.0,1.043763279914856,0.0,0.0,-1.048319697380066,-1.043763279914856,3,,,,,,,,,,,,,,,
8.107848518111966e-07,8.107848518111966e-07,36296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36296,33.21327209472656,531.412353515625,0.0,5953.92431640625,531.4063720703125,0.03243447095155716,5000.0,0.0,1.0795607566833496,0.0,0.0,-1.0812227725982666,-1.0795607566833496,3,,,,,,,,,,,,,,,
8.136663007683864e-07,8.136663007683864e-07,36623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36623,28.512548446655273,456.2007751464844,0.0,5886.70556640625,456.19488525390625,0.02784392610192299,5000.0,0.0,1.0363479852676392,0.0,0.0,-1.0480488538742065,-1.0363479852676392,3,,,,,,,,,,,,,,,
8.164105378704721e-07,8.164105378704721e-07,36950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36950,28.35462760925293,453.6740417480469,0.0,6123.943359375,453.66790771484375,0.02768969163298607,5000.0,0.0,1.0487000942230225,0.0,0.0,-1.054654836654663,-1.0487000942230225,3,,,,,,,,,,,,,,,
8.19291986827662e-07,8.19291986827662e-07,37277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37277,31.8603572845459,509.7657165527344,0.0,6133.126953125,509.75958251953125,0.03111325576901436,5000.0,0.0,1.0477770566940308,0.0,0.0,-1.05581533908844,-1.0477770566940308,3,,,,,,,,,,,,,,,
8.220362239297478e-07,8.220362239297478e-07,37604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37604,28.271726608276367,452.3476257324219,0.0,6119.17138671875,452.34149169921875,0.027608733624219894,5000.0,0.0,1.0645803213119507,0.0,0.0,-1.082420825958252,-1.0645803213119507,3,,,,,,,,,,,,,,,
8.247804610318333e-07,8.247804610318333e-07,37931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37931,21.06711769104004,337.0738830566406,0.0,6490.86328125,337.0673828125,0.020572960376739502,4163.27685546875,0.0,1.038370132446289,0.0,0.0,-1.046872854232788,-1.038370132446289,3,,,,,,,,,,,,,,,
8.276619099890232e-07,8.276619099890232e-07,38258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38258,29.023529052734375,464.37646484375,0.0,6231.98046875,464.3702392578125,0.02834291011095047,5000.0,0.0,1.0418899059295654,0.0,0.0,-1.0402581691741943,-1.0418899059295654,3,,,,,,,,,,,,,,,
8.304061470911088e-07,8.304061470911088e-07,38585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38585,31.161510467529297,498.58416748046875,0.0,6270.3828125,498.5779113769531,0.030430780723690987,5000.0,0.0,1.0609925985336304,0.0,0.0,-1.0588970184326172,-1.0609925985336304,3,,,,,,,,,,,,,,,
8.332875960482986e-07,8.332875960482986e-07,38912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38912,30.329267501831055,485.2682800292969,0.0,6317.736328125,485.261962890625,0.029618039727211,5000.0,0.0,1.0512938499450684,0.0,0.0,-1.0562100410461426,-1.0512938499450684,3,,,,,,,,,,,,,,,
8.360318331503843e-07,8.360318331503843e-07,39239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39239,33.97586441040039,543.6138305664062,0.0,6040.1240234375,543.6077880859375,0.033179186284542084,5000.0,0.0,1.0656177997589111,0.0,0.0,-1.0760363340377808,-1.0656177997589111,3,,,,,,,,,,,,,,,
8.389132821075742e-07,8.389132821075742e-07,39566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39566,23.052684783935547,368.84295654296875,0.0,6373.021484375,368.8365783691406,0.022511998191475868,5000.0,0.0,1.0430421829223633,0.0,0.0,-1.0480880737304688,-1.0430421829223633,3,,,,,,,,,,,,,,,
8.416575192096599e-07,8.416575192096599e-07,39893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39893,27.8149471282959,445.0391540527344,0.0,6016.60693359375,445.03314208984375,0.027162667363882065,5000.0,0.0,1.0518434047698975,0.0,0.0,-1.070715069770813,-1.0518434047698975,3,,,,,,,,,,,,,,,
8.444017563117454e-07,8.444017563117454e-07,40220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40220,24.018516540527344,384.2962646484375,0.0,6271.10791015625,384.2900085449219,0.023455200716853142,5000.0,0.0,1.0407512187957764,0.0,0.0,-1.0522081851959229,-1.0407512187957764,3,,,,,,,,,,,,,,,
8.472832052689353e-07,8.472832052689353e-07,40547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40547,25.984464645385742,415.7514343261719,0.0,6181.701171875,415.7452392578125,0.02537507563829422,5000.0,0.0,1.0746914148330688,0.0,0.0,-1.0797849893569946,-1.0746914148330688,3,,,,,,,,,,,,,,,
8.50027442371021e-07,8.50027442371021e-07,40874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40874,23.981998443603516,383.71197509765625,0.0,6375.5537109375,383.7055969238281,0.02341953106224537,5000.0,0.0,1.018888235092163,0.0,0.0,-1.0387954711914062,-1.018888235092163,3,,,,,,,,,,,,,,,
8.529088913282108e-07,8.529088913282108e-07,41201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41201,18.71575927734375,299.4521484375,0.0,6721.00390625,299.4454345703125,0.018276698887348175,5000.0,0.0,1.0361106395721436,0.0,0.0,-1.040619134902954,-1.0361106395721436,3,,,,,,,,,,,,,,,
8.556531284302966e-07,8.556531284302966e-07,41528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41528,25.026031494140625,400.41650390625,0.0,6832.3017578125,400.40966796875,0.024439066648483276,5000.0,0.0,1.0106054544448853,0.0,0.0,-1.0200711488723755,-1.0106054544448853,3,,,,,,,,,,,,,,,
8.585345773874864e-07,8.585345773874864e-07,41855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41855,27.694366455078125,443.10986328125,0.0,6525.86865234375,443.10333251953125,0.027044881135225296,5000.0,0.0,1.0466961860656738,0.0,0.0,-1.0541256666183472,-1.0466961860656738,3,,,,,,,,,,,,,,,
,,41979,,,,,,,,,,,,,,3,27.58661651611328,0.0,,,,,,,,,,,,,
8.611416026344676e-07,8.611416026344676e-07,42182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42182,32.046417236328125,512.74267578125,0.0,6463.83984375,512.7362060546875,0.03129493445158005,5000.0,0.0,1.0807795524597168,0.0,0.0,-1.079630970954895,-1.0807795524597168,4,,,,,,,,,,,,,,,
8.640230515916576e-07,8.640230515916576e-07,42509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42509,37.53048324584961,600.4877319335938,0.0,6526.73193359375,600.481201171875,0.036650463938713074,5000.0,0.0,1.0628384351730347,0.0,0.0,-1.0779794454574585,-1.0628384351730347,4,,,,,,,,,,,,,,,
8.667672886937434e-07,8.667672886937434e-07,42836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42836,29.535232543945312,472.563720703125,0.0,6450.6533203125,472.5572814941406,0.028842607513070107,5000.0,0.0,1.0695490837097168,0.0,0.0,-1.0834919214248657,-1.0695490837097168,4,,,,,,,,,,,,,,,
8.695115257958289e-07,8.695115257958289e-07,43163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43163,24.238075256347656,387.8092041015625,0.0,6890.4296875,387.80230712890625,0.023669574409723282,4877.01123046875,0.0,1.0550552606582642,0.0,0.0,-1.0726203918457031,-1.0550552606582642,4,,,,,,,,,,,,,,,
8.723929747530188e-07,8.723929747530188e-07,43490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43490,27.55250358581543,440.8400573730469,0.0,6492.6630859375,440.83355712890625,0.026906345039606094,5000.0,0.0,1.0589895248413086,0.0,0.0,-1.072238564491272,-1.0589895248413086,4,,,,,,,,,,,,,,,
8.751372118551044e-07,8.751372118551044e-07,43817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43817,25.696924209594727,411.1507873535156,0.0,6945.6337890625,411.1438293457031,0.025094227865338326,5000.0,0.0,1.0462392568588257,0.0,0.0,-1.0546119213104248,-1.0462392568588257,4,,,,,,,,,,,,,,,
8.780186608122943e-07,8.780186608122943e-07,44144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44144,30.254365921020508,484.0698547363281,0.0,6904.8544921875,484.0629577636719,0.029544858261942863,5000.0,0.0,1.0629042387008667,0.0,0.0,-1.0741255283355713,-1.0629042387008667,4,,,,,,,,,,,,,,,
8.807628979143798e-07,8.807628979143798e-07,44471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44471,34.5039176940918,552.0626831054688,0.0,6895.91455078125,552.0557861328125,0.033694811165332794,5000.0,0.0,1.0545493364334106,0.0,0.0,-1.0546458959579468,-1.0545493364334106,4,,,,,,,,,,,,,,,
8.836443468715698e-07,8.836443468715698e-07,44798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44798,28.597646713256836,457.5623474121094,0.0,6682.67822265625,457.5556640625,0.027926981449127197,3606.959716796875,0.0,1.0692816972732544,0.0,0.0,-1.0717508792877197,-1.0692816972732544,4,,,,,,,,,,,,,,,
8.863885839736556e-07,8.863885839736556e-07,45125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,45125,24.317855834960938,389.085693359375,0.0,6374.6884765625,389.0793151855469,0.02374751679599285,5000.0,0.0,1.0509485006332397,0.0,0.0,-1.0610480308532715,-1.0509485006332397,4,,,,,,,,,,,,,,,
8.892700329308454e-07,8.892700329308454e-07,45452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,45452,23.974334716796875,383.58935546875,0.0,7141.51171875,383.58221435546875,0.023412000387907028,5000.0,0.0,1.058525562286377,0.0,0.0,-1.0677896738052368,-1.058525562286377,4,,,,,,,,,,,,,,,
8.920142700329309e-07,8.920142700329309e-07,45779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,45779,22.02179718017578,352.3487548828125,0.0,6791.064453125,352.3419494628906,0.021505245938897133,5000.0,0.0,1.0422419309616089,0.0,0.0,-1.0532139539718628,-1.0422419309616089,4,,,,,,,,,,,,,,,
8.947585071350165e-07,8.947585071350165e-07,46106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46106,23.991044998168945,383.8567199707031,0.0,6729.9287109375,383.8499755859375,0.02342834323644638,1596.68994140625,0.0,1.0533822774887085,0.0,0.0,-1.0562641620635986,-1.0533822774887085,4,,,,,,,,,,,,,,,
8.976399560922065e-07,8.976399560922065e-07,46433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46433,26.82680892944336,429.22894287109375,0.0,6663.744140625,429.2222900390625,0.026197649538517,5000.0,0.0,1.0389760732650757,0.0,0.0,-1.0573960542678833,-1.0389760732650757,4,,,,,,,,,,,,,,,
9.003841931942922e-07,9.003841931942922e-07,46760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46760,27.33161735534668,437.3058776855469,0.0,7068.96875,437.2987976074219,0.02669060043990612,3901.66552734375,0.0,1.0589996576309204,0.0,0.0,-1.0733413696289062,-1.0589996576309204,4,,,,,,,,,,,,,,,
9.03265642151482e-07,9.03265642151482e-07,47087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,47087,26.779775619506836,428.4764099121094,0.0,7378.84228515625,428.4690246582031,0.02615167386829853,5000.0,0.0,1.0504971742630005,0.0,0.0,-1.0584447383880615,-1.0504971742630005,4,,,,,,,,,,,,,,,
9.060098792535676e-07,9.060098792535676e-07,47414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,47414,29.798723220825195,476.7795715332031,0.0,6996.69140625,476.7725830078125,0.02909988909959793,5000.0,0.0,1.053289532661438,0.0,0.0,-1.0564898252487183,-1.053289532661438,4,,,,,,,,,,,,,,,
9.088913282107576e-07,9.088913282107576e-07,47741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,47741,32.664772033691406,522.6363525390625,0.0,7421.73583984375,522.62890625,0.03189873695373535,5000.0,0.0,1.0531697273254395,0.0,0.0,-1.0667037963867188,-1.0531697273254395,4,,,,,,,,,,,,,,,
9.116355653128431e-07,9.116355653128431e-07,48068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,48068,30.19864845275879,483.1783752441406,0.0,7057.97119140625,483.17132568359375,0.029490437358617783,5000.0,0.0,1.0365692377090454,0.0,0.0,-1.0423641204833984,-1.0365692377090454,4,,,,,,,,,,,,,,,
9.143798024149288e-07,9.143798024149288e-07,48395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,48395,27.3731632232666,437.9706115722656,0.0,6988.39697265625,437.963623046875,0.026731178164482117,5000.0,0.0,1.068557858467102,0.0,0.0,-1.090883493423462,-1.068557858467102,4,,,,,,,,,,,,,,,
9.172612513721187e-07,9.172612513721187e-07,48722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,48722,26.654481887817383,426.4717102050781,0.0,6972.34423828125,426.4647521972656,0.026029342785477638,5000.0,0.0,1.0771963596343994,0.0,0.0,-1.089126706123352,-1.0771963596343994,4,,,,,,,,,,,,,,,
9.200054884742044e-07,9.200054884742044e-07,49049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49049,26.0030517578125,416.048828125,0.0,7621.2666015625,416.04119873046875,0.025393139570951462,5000.0,0.0,1.040717601776123,0.0,0.0,-1.0398317575454712,-1.040717601776123,4,,,,,,,,,,,,,,,
9.228869374313942e-07,9.228869374313942e-07,49376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49376,25.775421142578125,412.40673828125,0.0,7385.322265625,412.39935302734375,0.025170858949422836,5000.0,0.0,1.070202350616455,0.0,0.0,-1.0746726989746094,-1.070202350616455,4,,,,,,,,,,,,,,,
9.256311745334798e-07,9.256311745334798e-07,49703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49703,23.49895477294922,375.9832763671875,0.0,7562.53515625,375.9757080078125,0.022947736084461212,5000.0,0.0,1.0408351421356201,0.0,0.0,-1.0582334995269775,-1.0408351421356201,4,,,,,,,,,,,,,,,
9.285126234906697e-07,9.285126234906697e-07,50030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50030,28.157833099365234,450.52532958984375,0.0,7369.50390625,450.5179748535156,0.027497434988617897,1511.7919921875,0.0,1.0622003078460693,0.0,0.0,-1.068134069442749,-1.0622003078460693,4,,,,,,,,,,,,,,,
9.312568605927553e-07,9.312568605927553e-07,50357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50357,25.06546401977539,401.04742431640625,0.0,7091.8837890625,401.04034423828125,0.024477560073137283,3783.7060546875,0.0,1.0355159044265747,0.0,0.0,-1.0409849882125854,-1.0355159044265747,4,,,,,,,,,,,,,,,
9.341383095499451e-07,9.341383095499451e-07,50684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50684,32.45881271362305,519.3410034179688,0.0,7640.7548828125,519.3333740234375,0.0316975936293602,5000.0,0.0,1.0620744228363037,0.0,0.0,-1.0689994096755981,-1.0620744228363037,4,,,,,,,,,,,,,,,
