lr-AdamW,step,train_loss_step,train/mae_step,train/avg_gt_step,train/relative_mae_step,epoch,train_loss_epoch,train/mae_epoch,train/avg_gt_epoch,train/relative_mae_epoch,val_loss_step,val/mae_step,val/avg_gt_step,val/relative_mae_step,val_loss_epoch,val/mae_epoch,val/avg_gt_epoch,val/relative_mae_epoch
,329,0.0010187660809606314,0.016192305833101273,0.13080179691314697,0.12379267811775208,9,,,,,,,,,,,,
,339,,,,,9,0.0004217421228531748,0.009761296212673187,0.09670302271842957,0.10222554951906204,,,,,,,,
9.999977878117325e-06,362,,,,,,,,,,,,,,,,,
9.999977878117325e-06,362,,,,,,,,,,,,,,,,,
9.999977878117325e-06,362,,,,,,,,,,,,,,,,,
9.999977878117325e-06,362,,,,,,,,,,,,,,,,,
,362,0.00014369569544214755,0.006530731916427612,0.09980263561010361,0.0654364600777626,10,,,,,,,,,,,,
,373,,,,,10,0.0003910863306373358,0.009490813128650188,0.09670306742191315,0.09903618693351746,,,,,,,,
9.999905711744802e-06,395,,,,,,,,,,,,,,,,,
9.999905711744802e-06,395,,,,,,,,,,,,,,,,,
9.999905711744802e-06,395,,,,,,,,,,,,,,,,,
9.999905711744802e-06,395,,,,,,,,,,,,,,,,,
,395,0.00026931974571198225,0.009069322608411312,0.08756020665168762,0.103578120470047,11,,,,,,,,,,,,
,407,,,,,11,0.0003730622411239892,0.009303813800215721,0.09670305997133255,0.09737668931484222,,,,,,,,
9.99978340952813e-06,428,,,,,,,,,,,,,,,,,
9.99978340952813e-06,428,,,,,,,,,,,,,,,,,
9.99978340952813e-06,428,,,,,,,,,,,,,,,,,
9.99978340952813e-06,428,,,,,,,,,,,,,,,,,
,428,9.047506318893284e-05,0.006192085333168507,0.1095808669924736,0.056506987661123276,12,,,,,,,,,,,,
,441,,,,,12,0.00038707201019860804,0.009253188967704773,0.09670303016901016,0.09720347076654434,,,,,,,,
9.999610972694895e-06,461,,,,,,,,,,,,,,,,,
9.999610972694895e-06,461,,,,,,,,,,,,,,,,,
9.999610972694895e-06,461,,,,,,,,,,,,,,,,,
9.999610972694895e-06,461,,,,,,,,,,,,,,,,,
,461,9.555835276842117e-05,0.005571374669671059,0.07364410161972046,0.07565268129110336,13,,,,,,,,,,,,
,475,,,,,13,0.0003172829747200012,0.00881925318390131,0.09670307487249374,0.09221892058849335,,,,,,,,
9.999388402975911e-06,494,,,,,,,,,,,,,,,,,
9.999388402975911e-06,494,,,,,,,,,,,,,,,,,
9.999388402975911e-06,494,,,,,,,,,,,,,,,,,
9.999388402975911e-06,494,,,,,,,,,,,,,,,,,
,494,4.280622670194134e-05,0.004427880048751831,0.09509661048650742,0.04656190797686577,14,,,,,,,,,,,,
,509,,,,,14,0.0003682775713969022,0.008907643146812916,0.09670308232307434,0.09316891431808472,,,,,,,,
9.99911570260521e-06,527,,,,,,,,,,,,,,,,,
9.99911570260521e-06,527,,,,,,,,,,,,,,,,,
9.99911570260521e-06,527,,,,,,,,,,,,,,,,,
9.99911570260521e-06,527,,,,,,,,,,,,,,,,,
,527,0.0006099767051637173,0.01146761141717434,0.09470038115978241,0.12109360098838806,15,,,,,,,,,,,,
,543,,,,,15,0.0004126673738937825,0.009645656682550907,0.09670302271842957,0.10046646744012833,,,,,,,,
9.998792874319991e-06,560,,,,,,,,,,,,,,,,,
9.998792874319991e-06,560,,,,,,,,,,,,,,,,,
9.998792874319991e-06,560,,,,,,,,,,,,,,,,,
9.998792874319991e-06,560,,,,,,,,,,,,,,,,,
,560,9.198143379762769e-05,0.005227487068623304,0.09366309642791748,0.05581159144639969,16,,,,,,,,,,,,
,577,,,,,16,0.0004082902451045811,0.009483352303504944,0.09670303016901016,0.09961965680122375,,,,,,,,
9.998419921360611e-06,593,,,,,,,,,,,,,,,,,
9.998419921360611e-06,593,,,,,,,,,,,,,,,,,
9.998419921360611e-06,593,,,,,,,,,,,,,,,,,
9.998419921360611e-06,593,,,,,,,,,,,,,,,,,
,593,0.00025034157442860305,0.008954042568802834,0.07730075716972351,0.1158338114619255,17,,,,,,,,,,,,
,611,,,,,17,0.0003685408737510443,0.009172210469841957,0.09670301526784897,0.09537672996520996,,,,,,,,
9.997996847470534e-06,626,,,,,,,,,,,,,,,,,
9.997996847470534e-06,626,,,,,,,,,,,,,,,,,
9.997996847470534e-06,626,,,,,,,,,,,,,,,,,
9.997996847470534e-06,626,,,,,,,,,,,,,,,,,
,626,8.828792488202453e-05,0.005948320031166077,0.09472479671239853,0.06279580295085907,18,,,,,,,,,,,,
,645,,,,,18,0.00038070755545049906,0.009041461162269115,0.09670305252075195,0.09473901987075806,,,,,,,,
9.997523656896338e-06,659,,,,,,,,,,,,,,,,,
9.997523656896338e-06,659,,,,,,,,,,,,,,,,,
9.997523656896338e-06,659,,,,,,,,,,,,,,,,,
9.997523656896338e-06,659,,,,,,,,,,,,,,,,,
,659,0.00028722058050334454,0.008584636263549328,0.09833323955535889,0.08730146288871765,19,,,,,,,,,,,,
,679,,,,,19,0.00040075552533380687,0.009266023524105549,0.09670306742191315,0.09665432572364807,,,,,,,,
9.99700035438762e-06,692,,,,,,,,,,,,,,,,,
9.99700035438762e-06,692,,,,,,,,,,,,,,,,,
9.99700035438762e-06,692,,,,,,,,,,,,,,,,,
9.99700035438762e-06,692,,,,,,,,,,,,,,,,,
,692,0.00026391175924800336,0.006959155201911926,0.10314660519361496,0.06746857613325119,20,,,,,,,,,,,,
,713,,,,,20,0.0003937695873901248,0.009272920899093151,0.09670304507017136,0.0972200259566307,,,,,,,,
9.99642694519697e-06,725,,,,,,,,,,,,,,,,,
9.99642694519697e-06,725,,,,,,,,,,,,,,,,,
9.99642694519697e-06,725,,,,,,,,,,,,,,,,,
9.99642694519697e-06,725,,,,,,,,,,,,,,,,,
,725,0.00025669697788544,0.007055196445435286,0.09743299335241318,0.07241074740886688,21,,,,,,,,,,,,
,747,,,,,21,0.0004110533627681434,0.009313329122960567,0.09670305252075195,0.09758977591991425,,,,,,,,
9.995803435079922e-06,758,,,,,,,,,,,,,,,,,
9.995803435079922e-06,758,,,,,,,,,,,,,,,,,
9.995803435079922e-06,758,,,,,,,,,,,,,,,,,
9.995803435079922e-06,758,,,,,,,,,,,,,,,,,
,758,0.00036268922849558294,0.009650373831391335,0.11703192442655563,0.08245932310819626,22,,,,,,,,,,,,
,781,,,,,22,0.00040178713970817626,0.00944697018712759,0.09670306742191315,0.09764831513166428,,,,,,,,
9.995129830294893e-06,791,,,,,,,,,,,,,,,,,
9.995129830294893e-06,791,,,,,,,,,,,,,,,,,
9.995129830294893e-06,791,,,,,,,,,,,,,,,,,
9.995129830294893e-06,791,,,,,,,,,,,,,,,,,
,791,3.869270585710183e-05,0.004008175805211067,0.11289826035499573,0.03550254553556442,23,,,,,,,,,,,,
,815,,,,,23,0.0003474016848485917,0.008982031606137753,0.09670306742191315,0.0945851132273674,,,,,,,,
9.994406137603127e-06,824,,,,,,,,,,,,,,,,,
9.994406137603127e-06,824,,,,,,,,,,,,,,,,,
9.994406137603127e-06,824,,,,,,,,,,,,,,,,,
9.994406137603127e-06,824,,,,,,,,,,,,,,,,,
,824,9.749401942826807e-05,0.006115913391113281,0.09117178618907928,0.06708119809627533,24,,,,,,,,,,,,
,0,,,,,,,,,,8.981060091173276e-05,0.006202006246894598,0.09195023030042648,0.06744959205389023,,,,
,1,,,,,,,,,,0.00019747069745790213,0.007058840245008469,0.039159953594207764,0.18025656044483185,,,,
,2,,,,,,,,,,0.00043934513814747334,0.012673642486333847,0.07243724912405014,0.17496027052402496,,,,
,3,,,,,,,,,,0.0005864361301064491,0.009981058537960052,0.09695577621459961,0.10294443368911743,,,,
,4,,,,,,,,,,0.00020530684560071677,0.008083060383796692,0.08865968883037567,0.09116949886083603,,,,
,5,,,,,,,,,,0.0001551272434880957,0.006981764920055866,0.05721943825483322,0.12201733887195587,,,,
,6,,,,,,,,,,0.0003301816468592733,0.007432029582560062,0.025477152317762375,0.2917133867740631,,,,
,7,,,,,,,,,,0.00025150482542812824,0.007518214639276266,0.06866084039211273,0.10949783772230148,,,,
,8,,,,,,,,,,0.00022742028522770852,0.007973769679665565,0.11188463866710663,0.07126776874065399,,,,
,9,,,,,,,,,,0.0003038512368220836,0.00869121216237545,0.10694815963506699,0.0812656432390213,,,,
,10,,,,,,,,,,0.00039809042937122285,0.009785925038158894,0.08197197318077087,0.11938133835792542,,,,
,11,,,,,,,,,,0.00013566443521995097,0.006870254874229431,0.07832591235637665,0.08771368116140366,,,,
,12,,,,,,,,,,0.000371563684893772,0.009754590690135956,0.07550571858882904,0.12919007241725922,,,,
,13,,,,,,,,,,0.00019858991436194628,0.007061135023832321,0.06541398167610168,0.10794533044099808,,,,
,14,,,,,,,,,,0.0007861349149607122,0.015850527212023735,0.1331549882888794,0.1190381720662117,,,,
,15,,,,,,,,,,0.00011470950994407758,0.005924115888774395,0.08672043681144714,0.06831279397010803,,,,
,16,,,,,,,,,,7.285474566742778e-05,0.004777540452778339,0.05225556343793869,0.09142643213272095,,,,
,849,,,,,24,,,,,,,,,0.0002925839216914028,0.008498843759298325,0.07918630540370941,0.1193840503692627
,849,,,,,24,0.0003590295964386314,0.009217488579452038,0.09670303761959076,0.09551335871219635,,,,,,,,
9.993632364268604e-06,857,,,,,,,,,,,,,,,,,
9.993632364268604e-06,857,,,,,,,,,,,,,,,,,
9.993632364268604e-06,857,,,,,,,,,,,,,,,,,
9.993632364268604e-06,857,,,,,,,,,,,,,,,,,
,857,8.548820915166289e-05,0.0053062341175973415,0.11353000998497009,0.04673859849572182,25,,,,,,,,,,,,
,883,,,,,25,0.0003577070019673556,0.008908837102353573,0.09670302271842957,0.09386899322271347,,,,,,,,
9.992808518057996e-06,890,,,,,,,,,,,,,,,,,
9.992808518057996e-06,890,,,,,,,,,,,,,,,,,
9.992808518057996e-06,890,,,,,,,,,,,,,,,,,
9.992808518057996e-06,890,,,,,,,,,,,,,,,,,
,890,0.00020454460172913969,0.008133430033922195,0.08914151787757874,0.0912417620420456,26,,,,,,,,,,,,
,917,,,,,26,0.0003623490338213742,0.00905692484229803,0.09670306742191315,0.0950779914855957,,,,,,,,
9.99193460724058e-06,923,,,,,,,,,,,,,,,,,
9.99193460724058e-06,923,,,,,,,,,,,,,,,,,
9.99193460724058e-06,923,,,,,,,,,,,,,,,,,
9.99193460724058e-06,923,,,,,,,,,,,,,,,,,
,923,0.00020012017921544611,0.007656910922378302,0.12437465041875839,0.06156327202916145,27,,,,,,,,,,,,
,951,,,,,27,0.0003640359209384769,0.009084251709282398,0.09670303761959076,0.09514283388853073,,,,,,,,
9.991010640588137e-06,956,,,,,,,,,,,,,,,,,
9.991010640588137e-06,956,,,,,,,,,,,,,,,,,
9.991010640588137e-06,956,,,,,,,,,,,,,,,,,
9.991010640588137e-06,956,,,,,,,,,,,,,,,,,
,956,0.00013926139217801392,0.006229754537343979,0.07794405519962311,0.07992596179246902,28,,,,,,,,,,,,
,985,,,,,28,0.0003693059552460909,0.009215270169079304,0.09670303761959076,0.09694928675889969,,,,,,,,
9.990036627374891e-06,989,,,,,,,,,,,,,,,,,
9.990036627374891e-06,989,,,,,,,,,,,,,,,,,
9.990036627374891e-06,989,,,,,,,,,,,,,,,,,
9.990036627374891e-06,989,,,,,,,,,,,,,,,,,
,989,0.00013891415437683463,0.006329597905278206,0.1142384260892868,0.055406901985406876,29,,,,,,,,,,,,
,1019,,,,,29,0.0004098480276297778,0.009408196434378624,0.09670302271842957,0.09800166636705399,,,,,,,,
9.989012577377388e-06,1022,,,,,,,,,,,,,,,,,
9.989012577377388e-06,1022,,,,,,,,,,,,,,,,,
9.989012577377388e-06,1022,,,,,,,,,,,,,,,,,
9.989012577377388e-06,1022,,,,,,,,,,,,,,,,,
,1022,4.7259392886189744e-05,0.004590494092553854,0.10241664946079254,0.04482175037264824,30,,,,,,,,,,,,
,1053,,,,,30,0.000366284599294886,0.00897554773837328,0.09670303761959076,0.09391256421804428,,,,,,,,
9.987938500874433e-06,1055,,,,,,,,,,,,,,,,,
9.987938500874433e-06,1055,,,,,,,,,,,,,,,,,
9.987938500874433e-06,1055,,,,,,,,,,,,,,,,,
9.987938500874433e-06,1055,,,,,,,,,,,,,,,,,
,1055,0.00018955183622892946,0.008011583238840103,0.08564083278179169,0.09354862570762634,31,,,,,,,,,,,,
,1087,,,,,31,0.000393272697692737,0.009170507080852985,0.09670305252075195,0.09590169042348862,,,,,,,,
9.986814408646955e-06,1088,,,,,,,,,,,,,,,,,
9.986814408646955e-06,1088,,,,,,,,,,,,,,,,,
9.986814408646955e-06,1088,,,,,,,,,,,,,,,,,
9.986814408646955e-06,1088,,,,,,,,,,,,,,,,,
,1088,0.00013236842642072588,0.007275219075381756,0.11115642637014389,0.0654502734541893,32,,,,,,,,,,,,
9.98564031197791e-06,1121,,,,,,,,,,,,,,,,,
,1121,0.00042729172855615616,0.016269655898213387,0.07081028819084167,0.22976398468017578,32,,,,,,,,,,,,
,1121,,,,,32,0.0003838720149360597,0.009221537038683891,0.09670305252075195,0.09604187309741974,,,,,,,,
9.984416222652174e-06,1154,,,,,,,,,,,,,,,,,
9.984416222652174e-06,1154,,,,,,,,,,,,,,,,,
9.984416222652174e-06,1154,,,,,,,,,,,,,,,,,
9.984416222652174e-06,1154,,,,,,,,,,,,,,,,,
,1154,0.0007335023838095367,0.01143296342343092,0.10117167234420776,0.11300557106733322,33,,,,,,,,,,,,
,1155,,,,,33,0.0003583354118745774,0.009113806299865246,0.09670305252075195,0.09515286982059479,,,,,,,,
9.983142152956413e-06,1187,,,,,,,,,,,,,,,,,
9.983142152956413e-06,1187,,,,,,,,,,,,,,,,,
9.983142152956413e-06,1187,,,,,,,,,,,,,,,,,
9.983142152956413e-06,1187,,,,,,,,,,,,,,,,,
,1187,0.00019449176033958793,0.007423589937388897,0.09529939293861389,0.07789754867553711,34,,,,,,,,,,,,
,1189,,,,,34,0.00038503832183778286,0.00926908291876316,0.09670305997133255,0.09774000197649002,,,,,,,,
9.98181811567897e-06,1220,,,,,,,,,,,,,,,,,
9.98181811567897e-06,1220,,,,,,,,,,,,,,,,,
9.98181811567897e-06,1220,,,,,,,,,,,,,,,,,
9.98181811567897e-06,1220,,,,,,,,,,,,,,,,,
,1220,0.00014795421157032251,0.007301644887775183,0.0792153924703598,0.09217455983161926,35,,,,,,,,,,,,
,1223,,,,,35,0.0003932322433684021,0.00927809253334999,0.09670306742191315,0.09692099690437317,,,,,,,,
9.980444124109731e-06,1253,,,,,,,,,,,,,,,,,
9.980444124109731e-06,1253,,,,,,,,,,,,,,,,,
9.980444124109731e-06,1253,,,,,,,,,,,,,,,,,
9.980444124109731e-06,1253,,,,,,,,,,,,,,,,,
,1253,0.0007724903407506645,0.010649723932147026,0.09970810264348984,0.10680899769067764,36,,,,,,,,,,,,
,1257,,,,,36,0.000354080373654142,0.00916475709527731,0.09670304507017136,0.09539970010519028,,,,,,,,
9.97902019203999e-06,1286,,,,,,,,,,,,,,,,,
9.97902019203999e-06,1286,,,,,,,,,,,,,,,,,
9.97902019203999e-06,1286,,,,,,,,,,,,,,,,,
9.97902019203999e-06,1286,,,,,,,,,,,,,,,,,
,1286,0.0003019639407284558,0.009364157915115356,0.09153656661510468,0.10229963064193726,37,,,,,,,,,,,,
,1291,,,,,37,0.00039627516525797546,0.009381445124745369,0.09670304507017136,0.09889188408851624,,,,,,,,
9.977546333762316e-06,1319,,,,,,,,,,,,,,,,,
9.977546333762316e-06,1319,,,,,,,,,,,,,,,,,
9.977546333762316e-06,1319,,,,,,,,,,,,,,,,,
9.977546333762316e-06,1319,,,,,,,,,,,,,,,,,
,1319,0.0007522517116740346,0.009697327390313148,0.08648477494716644,0.11212755739688873,38,,,,,,,,,,,,
,1325,,,,,38,0.0004148065927438438,0.00945042073726654,0.09670308232307434,0.09845206141471863,,,,,,,,
9.97602256407041e-06,1352,,,,,,,,,,,,,,,,,
9.97602256407041e-06,1352,,,,,,,,,,,,,,,,,
9.97602256407041e-06,1352,,,,,,,,,,,,,,,,,
9.97602256407041e-06,1352,,,,,,,,,,,,,,,,,
,1352,0.0008810076396912336,0.010460294783115387,0.08747208118438721,0.11958436667919159,39,,,,,,,,,,,,
,1359,,,,,39,0.0003698616346810013,0.00918683409690857,0.09670305252075195,0.09639693796634674,,,,,,,,
9.974448898258947e-06,1385,,,,,,,,,,,,,,,,,
9.974448898258947e-06,1385,,,,,,,,,,,,,,,,,
9.974448898258947e-06,1385,,,,,,,,,,,,,,,,,
9.974448898258947e-06,1385,,,,,,,,,,,,,,,,,
,1385,0.0009233336895704269,0.013061868958175182,0.0813855454325676,0.16049370169639587,40,,,,,,,,,,,,
,1393,,,,,40,0.00035761704202741385,0.008957115933299065,0.09670305252075195,0.09374241530895233,,,,,,,,
9.972825352123442e-06,1418,,,,,,,,,,,,,,,,,
9.972825352123442e-06,1418,,,,,,,,,,,,,,,,,
9.972825352123442e-06,1418,,,,,,,,,,,,,,,,,
9.972825352123442e-06,1418,,,,,,,,,,,,,,,,,
,1418,0.00012078130384907126,0.005517360754311085,0.08842649310827255,0.0623948760330677,41,,,,,,,,,,,,
,1427,,,,,41,0.0003461630258243531,0.008809085935354233,0.09670303761959076,0.09231259673833847,,,,,,,,
9.971151941960061e-06,1451,,,,,,,,,,,,,,,,,
9.971151941960061e-06,1451,,,,,,,,,,,,,,,,,
9.971151941960061e-06,1451,,,,,,,,,,,,,,,,,
9.971151941960061e-06,1451,,,,,,,,,,,,,,,,,
,1451,9.644915553508326e-05,0.0050970339216291904,0.09246673434972763,0.05512288585305214,42,,,,,,,,,,,,
,1461,,,,,42,0.0003552144335117191,0.008870387449860573,0.09670305997133255,0.09283643215894699,,,,,,,,
9.969428684565487e-06,1484,,,,,,,,,,,,,,,,,
9.969428684565487e-06,1484,,,,,,,,,,,,,,,,,
9.969428684565487e-06,1484,,,,,,,,,,,,,,,,,
9.969428684565487e-06,1484,,,,,,,,,,,,,,,,,
,1484,9.956727444659919e-05,0.005934508051723242,0.08221110701560974,0.07218620181083679,43,,,,,,,,,,,,
,1495,,,,,43,0.00039093970553949475,0.009184428490698338,0.09670303761959076,0.09657829254865646,,,,,,,,
9.967655597236737e-06,1517,,,,,,,,,,,,,,,,,
9.967655597236737e-06,1517,,,,,,,,,,,,,,,,,
9.967655597236737e-06,1517,,,,,,,,,,,,,,,,,
9.967655597236737e-06,1517,,,,,,,,,,,,,,,,,
,1517,0.00012854431406594813,0.0072335912846028805,0.09923994541168213,0.07288990914821625,44,,,,,,,,,,,,
,1529,,,,,44,0.00040116292075254023,0.009470089338719845,0.09670304507017136,0.09935588389635086,,,,,,,,
9.965832697770988e-06,1550,,,,,,,,,,,,,,,,,
9.965832697770988e-06,1550,,,,,,,,,,,,,,,,,
9.965832697770988e-06,1550,,,,,,,,,,,,,,,,,
9.965832697770988e-06,1550,,,,,,,,,,,,,,,,,
,1550,0.00031106872484087944,0.009428230114281178,0.11621056497097015,0.08113057166337967,45,,,,,,,,,,,,
,1563,,,,,45,0.00034294286160729825,0.008910124190151691,0.09670305997133255,0.09294296056032181,,,,,,,,
9.963960004465406e-06,1583,,,,,,,,,,,,,,,,,
9.963960004465406e-06,1583,,,,,,,,,,,,,,,,,
9.963960004465406e-06,1583,,,,,,,,,,,,,,,,,
9.963960004465406e-06,1583,,,,,,,,,,,,,,,,,
,1583,0.00014164147432893515,0.006330111529678106,0.07788447290658951,0.08127564191818237,46,,,,,,,,,,,,
,1597,,,,,46,0.00039644105709157884,0.009253962896764278,0.09670301526784897,0.09724229574203491,,,,,,,,
9.962037536116953e-06,1616,,,,,,,,,,,,,,,,,
9.962037536116953e-06,1616,,,,,,,,,,,,,,,,,
9.962037536116953e-06,1616,,,,,,,,,,,,,,,,,
9.962037536116953e-06,1616,,,,,,,,,,,,,,,,,
,1616,0.00010078408377012238,0.0061798179522156715,0.09092193096876144,0.06796839088201523,47,,,,,,,,,,,,
,1631,,,,,47,0.0004287627525627613,0.009696079418063164,0.09670309722423553,0.101274773478508,,,,,,,,
9.960065312022193e-06,1649,,,,,,,,,,,,,,,,,
9.960065312022193e-06,1649,,,,,,,,,,,,,,,,,
9.960065312022193e-06,1649,,,,,,,,,,,,,,,,,
9.960065312022193e-06,1649,,,,,,,,,,,,,,,,,
,1649,0.00041521101957187057,0.009232668206095695,0.08667226135730743,0.10652390122413635,48,,,,,,,,,,,,
,1665,,,,,48,0.00038804736686870456,0.009381618350744247,0.09670305252075195,0.09807093441486359,,,,,,,,
9.958043351977134e-06,1682,,,,,,,,,,,,,,,,,
9.958043351977134e-06,1682,,,,,,,,,,,,,,,,,
9.958043351977134e-06,1682,,,,,,,,,,,,,,,,,
9.958043351977134e-06,1682,,,,,,,,,,,,,,,,,
,1682,0.00010303556337021291,0.006173237226903439,0.10260143131017685,0.060167159885168076,49,,,,,,,,,,,,
,17,,,,,,,,,,0.0001579894160386175,0.008115993812680244,0.09195023030042648,0.088265061378479,,,,
,18,,,,,,,,,,0.00014428116264753044,0.0072237043641507626,0.039159953594207764,0.18446657061576843,,,,
,19,,,,,,,,,,0.0002906034351326525,0.00957535207271576,0.07243724912405014,0.13218821585178375,,,,
,20,,,,,,,,,,2.7692709409166127e-05,0.0035219506826251745,0.09695577621459961,0.036325328052043915,,,,
,21,,,,,,,,,,0.00013362822937779129,0.006330132018774748,0.08865968883037567,0.07139807939529419,,,,
,22,,,,,,,,,,0.000688569329213351,0.013925248757004738,0.05721943825483322,0.24336566030979156,,,,
,23,,,,,,,,,,7.867247040849179e-05,0.005371082574129105,0.025477152317762375,0.21081949770450592,,,,
,24,,,,,,,,,,0.0005877109942957759,0.014272082597017288,0.06866084039211273,0.2078634649515152,,,,
,25,,,,,,,,,,0.00019088151748292148,0.009121686220169067,0.11188463866710663,0.08152759075164795,,,,
,26,,,,,,,,,,0.0006186384125612676,0.010475903749465942,0.10694815963506699,0.09795308858156204,,,,
,27,,,,,,,,,,0.0010052294237539172,0.019410762935876846,0.08197197318077087,0.2367975264787674,,,,
,28,,,,,,,,,,0.00041085187694989145,0.01014461275190115,0.07832591235637665,0.12951794266700745,,,,
,29,,,,,,,,,,0.0004938581841997802,0.012132616713643074,0.07550571858882904,0.1606847196817398,,,,
,30,,,,,,,,,,0.0007279368583112955,0.011074265465140343,0.06541398167610168,0.1692950576543808,,,,
,31,,,,,,,,,,0.0001557398063596338,0.007518736179918051,0.1331549882888794,0.05646604672074318,,,,
,32,,,,,,,,,,0.0003417917469050735,0.010137839242815971,0.08672043681144714,0.11690252274274826,,,,
,33,,,,,,,,,,0.00015271391021087766,0.007300843950361013,0.05225556343793869,0.13971416652202606,,,,
,1699,,,,,49,,,,,,,,,0.0003715413622558117,0.009818327613174915,0.07918630540370941,0.13901172578334808
,1699,,,,,49,0.0003340743132866919,0.00871786754578352,0.09670305252075195,0.09040775150060654,,,,,,,,
9.955971676276983e-06,1715,,,,,,,,,,,,,,,,,
9.955971676276983e-06,1715,,,,,,,,,,,,,,,,,
9.955971676276983e-06,1715,,,,,,,,,,,,,,,,,
9.955971676276983e-06,1715,,,,,,,,,,,,,,,,,
