test_mse_epoch,test_mae_epoch,test_ssim_epoch,test_csi_16_epoch,test_csi_74_epoch,test_csi_133_epoch,test_csi_160_epoch,test_csi_181_epoch,test_csi_219_epoch,test_csi_avg_epoch,test_pod_16_epoch,test_pod_74_epoch,test_pod_133_epoch,test_pod_160_epoch,test_pod_181_epoch,test_pod_219_epoch,test_pod_avg_epoch,test_sucr_16_epoch,test_sucr_74_epoch,test_sucr_133_epoch,test_sucr_160_epoch,test_sucr_181_epoch,test_sucr_219_epoch,test_sucr_avg_epoch,test_bias_16_epoch,test_bias_74_epoch,test_bias_133_epoch,test_bias_160_epoch,test_bias_181_epoch,test_bias_219_epoch,test_bias_avg_epoch,test_fvd_epoch,test_aligned_mse_epoch,test_aligned_mae_epoch,test_aligned_ssim_epoch,test_aligned_csi_16_epoch,test_aligned_csi_74_epoch,test_aligned_csi_133_epoch,test_aligned_csi_160_epoch,test_aligned_csi_181_epoch,test_aligned_csi_219_epoch,test_aligned_csi_avg_epoch,test_aligned_pod_16_epoch,test_aligned_pod_74_epoch,test_aligned_pod_133_epoch,test_aligned_pod_160_epoch,test_aligned_pod_181_epoch,test_aligned_pod_219_epoch,test_aligned_pod_avg_epoch,test_aligned_sucr_16_epoch,test_aligned_sucr_74_epoch,test_aligned_sucr_133_epoch,test_aligned_sucr_160_epoch,test_aligned_sucr_181_epoch,test_aligned_sucr_219_epoch,test_aligned_sucr_avg_epoch,test_aligned_bias_16_epoch,test_aligned_bias_74_epoch,test_aligned_bias_133_epoch,test_aligned_bias_160_epoch,test_aligned_bias_181_epoch,test_aligned_bias_219_epoch,test_aligned_bias_avg_epoch,test_aligned_fvd_epoch,epoch,step
0.01281826477497816,0.056619420647621155,0.5538293123245239,0.7273081541061401,0.6326771974563599,0.36874139308929443,0.2304428666830063,0.1686454564332962,0.06628643721342087,0.36568358540534973,0.8262161016464233,0.7658185958862305,0.5291317105293274,0.36309000849723816,0.27802181243896484,0.14135633409023285,0.4839390814304352,0.8586669564247131,0.7844412922859192,0.5488356947898865,0.3867974579334259,0.30005165934562683,0.11096660047769547,0.49829328060150146,1.927022933959961,1.9837182760238647,1.934603214263916,1.8340468406677246,1.7869596481323242,3.377497434616089,2.140641450881958,81.1893081665039,0.019116925075650215,0.07319632172584534,0.5133723616600037,0.7041000723838806,0.6028637886047363,0.35286226868629456,0.2133360207080841,0.1542869508266449,0.053033407777547836,0.3467470705509186,0.9135298132896423,0.8795654773712158,0.6746494174003601,0.46339917182922363,0.34696483612060547,0.15589110553264618,0.5723332762718201,0.7543767094612122,0.6571059823036194,0.4252214729785919,0.2833283245563507,0.21742470562458038,0.07439754158258438,0.4019757807254791,3.0522351264953613,3.7291910648345947,5.239320278167725,5.567748546600342,5.300321578979492,9.138492584228516,5.337884902954102,127.61719512939453,0,0
